,host_response_rate,host_acceptance_rate,host_listings_count,accommodates,room_type,bedrooms,bathrooms,beds,price,cleaning_fee,security_deposit,minimum_nights,maximum_nights,number_of_reviews,latitude,longitude,city,zipcode,state
1889,60%,,30.0,2,Entire home/apt,0.0,1.0,1.0,150.0,$0.00,$300.00,91,1125,24,42.339490000000005,-71.07664,Boston,02118,MA
1890,96%,,5.0,4,Entire home/apt,1.0,1.0,1.0,125.0,$100.00,$200.00,1,90,83,42.37298,-71.0634,Boston,02129,MA
1891,100%,,3.0,3,Entire home/apt,1.0,1.0,1.0,100.0,$50.00,$250.00,1,10,117,42.34664,-71.16649,Boston,02135,MA
1892,60%,,30.0,2,Entire home/apt,0.0,1.0,1.0,120.0,,,91,1125,71,42.34244,-71.07545999999999,Boston,02118,MA
1893,60%,,30.0,2,Entire home/apt,0.0,1.0,1.0,150.0,,,91,1125,58,42.34061,-71.0753,Boston,02118,MA
1894,60%,,30.0,2,Entire home/apt,0.0,1.0,1.0,170.0,,,91,1125,27,42.34066,-71.07576999999999,Boston,02118,MA
1895,100%,,7.0,5,Private room,1.0,1.0,2.0,209.0,$20.00,$0.00,1,90,20,42.32748,-71.06035,Boston,02125,MA
1896,100%,,7.0,5,Private room,1.0,1.0,2.0,199.0,$20.00,$0.00,1,90,40,42.32823,-71.05913000000001,Boston,02125,MA
1897,100%,,7.0,5,Private room,1.0,1.0,2.0,199.0,$20.00,$0.00,1,90,40,42.32683,-71.05888,Boston,02125,MA
1898,100%,,7.0,3,Private room,1.0,1.0,3.0,219.0,$20.00,$0.00,1,1125,8,42.32752,-71.06042,Boston,02125,MA
1899,100%,,7.0,5,Private room,1.0,1.0,1.0,249.0,$20.00,$0.00,1,1125,11,42.32737,-71.05839,Boston,,MA
1900,99%,,1062.0,3,Entire home/apt,0.0,1.0,1.0,199.0,$89.00,$500.00,91,1125,12,42.3519,-71.06378000000001,Boston,02116,MA
1901,99%,,1062.0,3,Entire home/apt,1.0,1.0,1.0,199.0,$89.00,$500.00,91,1125,12,42.35092,-71.06546999999999,Boston,02116,MA
1902,99%,,1062.0,3,Entire home/apt,0.0,1.0,1.0,199.0,$89.00,$500.00,91,1125,16,42.35172,-71.06411,Boston,02116,MA
1903,99%,,5.0,1,Private room,1.0,1.0,1.0,59.0,,,1,1125,200,42.38167,-71.02265,Boston,02128,MA
1904,99%,,1062.0,3,Entire home/apt,1.0,1.0,1.0,199.0,$89.00,$500.00,91,1125,20,42.351729999999996,-71.06364,Boston,02116,MA
1905,99%,,1062.0,3,Entire home/apt,1.0,1.0,1.0,199.0,$89.00,$500.00,91,1125,4,42.351620000000004,-71.06505,Boston,02116,MA
1906,99%,,1062.0,3,Entire home/apt,0.0,1.0,1.0,199.0,$89.00,$500.00,91,1125,13,42.35115,-71.06487,Boston,02116,MA
1907,100%,,46.0,3,Entire home/apt,0.0,1.0,2.0,200.0,$60.00,$0.00,2,1125,35,42.35054,-71.08895,Boston,02215,MA
1908,67%,,5.0,1,Private room,1.0,1.5,1.0,21.0,,,31,800,11,42.28573,-71.08572,Boston,02124,MA
1909,,,3.0,4,Entire home/apt,2.0,1.0,2.0,155.0,,,91,1125,0,42.33902,-71.14913,Boston,02135,MA
1910,100%,,2.0,4,Private room,1.0,1.0,1.0,80.0,$30.00,$100.00,2,1125,23,42.27538,-71.16855,Boston,02132,MA
1911,99%,,1062.0,4,Entire home/apt,2.0,2.0,2.0,400.0,$129.00,$500.00,91,1125,24,42.35657,-71.05976,Boston,02110,MA
1912,100%,,1.0,4,Entire home/apt,1.0,1.0,2.0,189.0,$80.00,$250.00,1,1124,92,42.377759999999995,-71.06166,Boston,02129,MA
1913,67%,,5.0,1,Private room,1.0,1.5,1.0,32.0,,,31,800,18,42.28603,-71.08539,Boston,02124,MA
1914,67%,,5.0,1,Private room,1.0,1.5,1.0,32.0,,,31,800,18,42.28471,-71.08505,Boston,02124,MA
1915,100%,,10.0,9,Entire home/apt,3.0,2.0,7.0,750.0,$300.00,"$1,000.00",5,1125,8,42.35849,-71.13499,Boston,02134,MA
1916,100%,,8.0,3,Private room,1.0,1.5,2.0,175.0,$20.00,$0.00,91,1125,9,42.29136,-71.06651,Boston,02124,MA
1917,100%,,9.0,1,Private room,1.0,1.0,1.0,40.0,$140.00,$300.00,91,1125,1,42.36092,-71.14381,,02135,MA
1918,88%,,114.0,5,Entire home/apt,2.0,2.0,2.0,289.0,$100.00,$0.00,3,1125,0,42.33096,-71.11258000000001,Boston,02115,MA
1919,,,3.0,2,Entire home/apt,1.0,1.0,1.0,140.0,$75.00,$500.00,91,1123,0,42.34553,-71.15209,Boston,02135,MA
1920,100%,,10.0,1,Private room,1.0,2.0,1.0,85.0,,,91,365,11,42.31674,-71.10393,Boston,02130,MA
1921,,,1.0,3,Private room,1.0,1.0,2.0,63.0,$45.00,$100.00,91,200,17,42.3446,-71.16945,Boston,02135,MA
1922,,,1.0,2,Entire home/apt,0.0,1.0,1.0,105.0,$25.00,$0.00,91,1125,10,42.33766,-71.14636999999999,Boston,02135,MA
1923,98%,,4.0,2,Private room,1.0,2.0,1.0,80.0,$25.00,$100.00,2,5,126,42.367909999999995,-71.03804000000001,Boston,02128,MA
1924,98%,,4.0,2,Private room,1.0,2.0,1.0,80.0,$25.00,$100.00,2,7,123,42.36927,-71.038,Boston,02128,MA
1925,100%,,2.0,2,Private room,0.0,2.0,1.0,56.0,$20.00,$0.00,1,90,0,42.35985,-71.13526999999999,Boston,02134,MA
1926,99%,,21.0,4,Entire home/apt,2.0,1.0,2.0,299.0,$99.00,$0.00,1,1125,2,42.36229,-71.07039,Boston,02114,MA
1927,99%,,21.0,2,Private room,1.0,1.0,1.0,159.0,$60.00,,1,1125,78,42.36205,-71.06919,Boston,02114,MA
1928,99%,,21.0,2,Private room,1.0,1.0,1.0,159.0,$60.00,,1,1125,51,42.360640000000004,-71.07003,Boston,02114,MA
1929,100%,,8.0,3,Private room,1.0,1.5,2.0,50.0,$20.00,,91,1125,7,42.29193,-71.06638000000001,Boston,02124,MA
1930,100%,,0.0,4,Private room,2.0,1.0,2.0,100.0,$40.00,$0.00,2,31,6,42.3155,-71.1127,Boston,02130,MA
1931,100%,,3.0,6,Entire home/apt,3.0,3.5,6.0,575.0,,,91,1125,3,42.31238,-71.11762,Boston,02130,MA
1932,100%,,4.0,1,Entire home/apt,1.0,1.0,1.0,198.0,$150.00,$200.00,91,365,0,42.350629999999995,-71.09571,Boston,02215,MA
1933,90%,,1.0,4,Entire home/apt,2.0,1.0,2.0,255.0,$40.00,,1,1125,44,42.34543,-71.13703000000001,Boston,02134,MA
1934,100%,,1.0,2,Entire home/apt,1.0,1.0,1.0,175.0,$70.00,,2,15,51,42.34105,-71.07793000000001,Boston,02118,MA
1935,100%,,1.0,4,Entire home/apt,2.0,2.0,2.0,300.0,$150.00,$0.00,2,1125,12,42.37191,-71.04987,Boston,02129,MA
1936,90%,,2.0,4,Private room,2.0,1.0,2.0,150.0,$20.00,$0.00,1,11,14,42.33338,-71.05473,Boston,02127,MA
1937,100%,,28.0,2,Private room,1.0,1.5,1.0,49.0,$25.00,$0.00,28,1125,24,42.28373,-71.07154,Boston,02124,MA
1938,100%,,2.0,4,Entire home/apt,1.0,1.0,2.0,225.0,$95.00,$400.00,2,1124,87,42.35625,-71.06199000000001,Boston,02111,MA
1939,100%,,1.0,6,Private room,1.0,1.5,4.0,75.0,$30.00,$200.00,91,1125,26,42.282340000000005,-71.168,Boston,02132,MA
1940,100%,,10.0,1,Private room,1.0,1.0,1.0,68.0,,,91,365,11,42.31538,-71.10318000000001,Boston,02130,MA
1941,100%,,1.0,8,Entire home/apt,4.0,2.5,5.0,700.0,$175.00,$500.00,4,1125,13,42.375609999999995,-71.06109000000001,Boston,02129,MA
1942,0%,,6.0,2,Private room,1.0,2.0,1.0,77.0,$20.00,$0.00,91,1123,10,42.353790000000004,-71.13755,Boston,02134,MA
1943,0%,,6.0,2,Private room,1.0,2.0,1.0,82.0,$20.00,$0.00,91,1122,21,42.35342,-71.13648,Boston,02134,MA
1944,0%,,6.0,2,Private room,1.0,2.0,1.0,112.0,$20.00,$0.00,91,1123,8,42.35178,-71.13588,Boston,02134,MA
1945,0%,,6.0,2,Private room,1.0,2.0,1.0,65.0,$20.00,$0.00,91,1123,14,42.354009999999995,-71.13649000000001,Boston,02134,MA
1946,0%,,6.0,2,Private room,1.0,2.0,1.0,65.0,$20.00,$0.00,91,1125,19,42.35376,-71.13733,Boston,02134,MA
1947,0%,,6.0,2,Private room,1.0,2.0,1.0,69.0,$20.00,$0.00,91,1123,21,42.35221,-71.13741999999999,Boston,02134,MA
1948,100%,,2.0,4,Entire home/apt,1.0,1.0,2.0,150.0,$75.00,$300.00,91,1125,110,42.35037,-71.16497,Boston,02135,MA
1949,100%,,3.0,10,Entire home/apt,2.0,2.0,10.0,300.0,$140.00,,1,1124,56,42.37999,-71.0357,Boston,02128,MA
1950,100%,,1.0,3,Entire home/apt,0.0,1.0,1.0,99.0,$150.00,$500.00,91,1125,30,42.35926,-71.06206,Boston,02108,MA
1951,100%,,1.0,10,Entire home/apt,3.0,3.0,5.0,325.0,$210.00,$0.00,91,1125,60,42.34347,-71.05901999999999,Boston,02127,MA
1952,90%,,37.0,2,Entire home/apt,1.0,1.0,1.0,296.0,$125.00,$0.00,91,1125,0,42.3454,-71.07992,Boston,02116,MA
1953,90%,,37.0,4,Entire home/apt,2.0,1.0,3.0,287.0,$100.00,$0.00,91,1125,1,42.34643,-71.0794,Boston,02116,MA
1954,100%,,19.0,16,Entire home/apt,5.0,2.0,9.0,267.0,$105.00,$0.00,2,1125,22,42.30953,-71.06248000000001,Boston,02122,MA
1955,99%,,22.0,4,Entire home/apt,0.0,1.0,1.0,159.0,$65.00,$0.00,1,1125,124,42.365320000000004,-71.06336999999999,Boston,02114,MA
1956,100%,,19.0,4,Private room,1.0,2.0,2.0,65.0,$45.00,$150.00,2,1125,23,42.30969,-71.06206999999999,Boston,02122,MA
1957,100%,,19.0,4,Private room,1.0,2.0,2.0,59.0,$45.00,$150.00,2,1125,19,42.30945,-71.06168000000001,Boston,02122,MA
1958,100%,,19.0,5,Private room,1.0,2.0,2.0,73.0,$45.00,$150.00,2,1125,19,42.31113,-71.06199000000001,Boston,02122,MA
1959,,,2.0,2,Entire home/apt,0.0,1.0,1.0,130.0,,,91,1125,6,42.35098,-71.0966,Boston,02215,MA
1960,100%,,19.0,4,Private room,1.0,2.0,2.0,60.0,$45.00,$150.00,2,1125,25,42.31081,-71.06179,Boston,02122,MA
1961,100%,,19.0,2,Private room,1.0,2.0,1.0,47.0,$45.00,$150.00,2,1125,13,42.31106,-71.06359,Boston,02122,MA
1962,90%,,37.0,2,Entire home/apt,0.0,1.0,1.0,186.0,$100.00,$0.00,91,1125,7,42.36803,-71.03993,Boston,02128,MA
1963,90%,,37.0,3,Entire home/apt,0.0,1.0,1.0,186.0,$100.00,$0.00,91,1125,1,42.36762,-71.04014000000001,Boston,02128,MA
1964,90%,,37.0,4,Entire home/apt,0.0,1.0,1.0,186.0,$100.00,$0.00,91,1125,7,42.36611,-71.04082,Boston,02128,MA
1965,90%,,37.0,4,Entire home/apt,0.0,1.0,1.0,186.0,$100.00,$0.00,91,1125,7,42.36698,-71.04061,East Boston,02128,MA
1966,90%,,37.0,2,Entire home/apt,0.0,1.0,1.0,186.0,$100.00,$0.00,91,1125,2,42.36773,-71.04123,Boston,02128,MA
1967,90%,,37.0,2,Entire home/apt,0.0,1.0,1.0,186.0,$100.00,$0.00,91,1125,4,42.36741,-71.04162,Boston,02128,MA
1968,90%,,37.0,4,Entire home/apt,0.0,1.0,1.0,186.0,$125.00,$0.00,91,1125,4,42.36631,-71.04109,East Boston,02128,MA
1969,90%,,37.0,4,Entire home/apt,0.0,1.0,1.0,186.0,$100.00,$0.00,91,1125,4,42.36833,-71.04153000000001,East Boston,02128,MA
1970,90%,,37.0,4,Entire home/apt,0.0,1.0,1.0,186.0,$100.00,$0.00,91,1125,0,42.36823,-71.04193000000001,East Boston,02128,MA
1971,100%,,4.0,1,Entire home/apt,1.0,1.0,1.0,235.0,$200.00,$200.00,91,1124,1,42.35079,-71.09388,Boston,02215,MA
1972,100%,,1.0,4,Private room,1.0,1.5,1.0,50.0,$0.00,"$1,000.00",2,6,41,42.32803,-71.10665999999999,Boston,02120,MA
1973,100%,,11.0,4,Entire home/apt,1.0,1.0,1.0,73.0,$100.00,$500.00,91,1125,1,42.36452,-71.05414,Boston,02113,MA
1974,90%,,37.0,4,Entire home/apt,0.0,1.0,1.0,186.0,$100.00,$0.00,91,1125,0,42.36772,-71.04120999999999,East Boston,02128,MA
1975,90%,,37.0,4,Entire home/apt,0.0,1.0,1.0,186.0,$100.00,$0.00,91,1125,0,42.36843,-71.04131,East Boston,02128,MA
1976,90%,,37.0,4,Entire home/apt,0.0,1.0,1.0,186.0,$100.00,$0.00,91,1125,1,42.367909999999995,-71.04008,East Boston,02128,MA
1977,100%,,4.0,2,Private room,1.0,1.0,1.0,65.0,$30.00,$0.00,91,1125,55,42.3065,-71.06666,Boston,02125,MA
1978,100%,,2.0,2,Entire home/apt,1.0,1.0,1.0,125.0,$45.00,$500.00,91,365,93,42.28954,-71.07624,Boston,02124,MA
1979,,,,2,Private room,1.0,1.0,1.0,75.0,$10.00,,1,27,65,42.278690000000005,-71.08685,Boston,02126,MA
1980,,,4.0,4,Entire home/apt,2.0,1.0,2.0,220.0,$50.00,$300.00,91,1117,4,42.35946,-71.06416,Boston,02114,MA
1981,100%,,29.0,2,Private room,1.0,2.0,1.0,77.0,$39.00,$100.00,91,1125,31,42.33634,-71.07786,Boston,02118,MA
1982,,,1.0,3,Entire home/apt,1.0,1.0,1.0,150.0,$30.00,$0.00,91,1125,7,42.31195,-71.10121,Boston,02130,MA
1983,,,2.0,2,Private room,1.0,1.0,1.0,55.0,$0.00,$0.00,91,1125,4,42.34214,-71.08156,Boston,02118,MA
1984,99%,,1062.0,4,Entire home/apt,2.0,2.0,2.0,400.0,$129.00,$500.00,91,1125,7,42.354279999999996,-71.06057,Boston,02111,MA
1985,99%,,1062.0,4,Entire home/apt,2.0,2.0,2.0,400.0,$129.00,$500.00,91,1125,9,42.353970000000004,-71.06075,Boston,02111,MA
1986,99%,,1062.0,4,Entire home/apt,2.0,2.0,2.0,400.0,$129.00,$500.00,91,1125,6,42.354690000000005,-71.06118000000001,Boston,02111,MA
1987,100%,,2.0,4,Entire home/apt,1.0,1.0,1.0,250.0,,,29,1125,43,42.34357,-71.07021999999999,Boston,02118,MA
1988,100%,,1.0,2,Entire home/apt,1.0,1.0,1.0,86.0,$53.00,$0.00,2,1125,53,42.389309999999995,-70.99595,Boston,02128,MA
1989,90%,,37.0,3,Entire home/apt,1.0,1.0,1.0,289.0,$100.00,$0.00,91,1125,7,42.34677,-71.07839,Boston,02116,MA
1990,90%,,37.0,4,Entire home/apt,2.0,1.0,2.0,289.0,$100.00,$0.00,91,1125,4,42.346470000000004,-71.0781,Boston,02116,MA
1991,99%,,48.0,7,Entire home/apt,1.0,2.0,2.0,175.0,$125.00,$300.00,1,1124,39,42.356970000000004,-71.05249,Boston,02110,MA
1992,100%,,4.0,2,Private room,1.0,1.0,1.0,48.0,$30.00,$0.00,91,1125,67,42.30585,-71.06705,Boston,02125,MA
1993,100%,,4.0,2,Private room,1.0,1.0,2.0,48.0,$30.00,$0.00,2,1125,96,42.30661,-71.06706,Boston,02125,MA
1994,100%,,4.0,2,Private room,1.0,1.0,1.0,48.0,$30.00,$0.00,91,1125,109,42.30726,-71.06658,Boston,02125,MA
1995,100%,,2.0,2,Entire home/apt,2.0,1.0,2.0,90.0,$50.00,$0.00,1,64,71,42.30567,-71.11628,Boston,02130,MA
1996,86%,,3.0,1,Hotel room,1.0,1.0,0.0,150.0,$0.00,$100.00,91,1125,33,42.34493,-71.06691,Boston,02118,MA
1997,100%,,1.0,2,Entire home/apt,1.0,1.0,1.0,100.0,$0.00,$0.00,2,28,43,42.29206,-71.04994,Boston,02122,MA
1998,100%,,2.0,4,Private room,1.0,1.0,2.0,73.0,$45.00,$150.00,1,2,95,42.31573,-71.05801,Boston,02125,MA
1999,,,1.0,1,Private room,1.0,1.0,1.0,60.0,$19.00,$0.00,1,11,61,42.37408,-71.0339,Boston,02128,MA
2000,99%,,838.0,4,Entire home/apt,2.0,1.5,2.0,184.0,$110.00,$400.00,2,1125,10,42.336459999999995,-71.06985,Boston,02118,MA
2001,99%,,838.0,4,Entire home/apt,2.0,2.0,2.0,184.0,$110.00,$400.00,2,1125,27,42.33773,-71.06796,Boston,02118,MA
2002,100%,,1.0,2,Entire home/apt,1.0,1.0,1.0,65.0,,,91,365,4,42.28714,-71.06967,Boston,02124,MA
2003,100%,,8.0,5,Entire home/apt,2.0,2.0,2.0,189.0,$195.00,$0.00,2,365,15,42.35752,-71.07121,Boston,02108,MA
2004,100%,,8.0,3,Entire home/apt,2.0,2.0,3.0,149.0,$285.00,$0.00,28,300,22,42.35767,-71.06973,Boston,02108,MA
2005,100%,,8.0,1,Private room,1.0,1.5,1.0,45.0,$20.00,,91,1125,3,42.2901,-71.06848000000001,Boston,02124,MA
2006,100%,,7.0,2,Entire home/apt,1.0,1.0,3.0,15.0,$60.00,$250.00,2,7,33,42.374790000000004,-71.05755,Boston,02129,MA
2007,80%,,1.0,4,Private room,1.0,1.0,2.0,45.0,$45.00,$0.00,1,1125,82,42.28448,-71.16078,Boston,02132,MA
2008,100%,,2.0,4,Private room,1.0,1.0,2.0,63.0,$45.00,$150.00,1,5,84,42.31563,-71.05704,Boston,02125,MA
2009,90%,,1.0,8,Entire home/apt,4.0,2.5,5.0,399.0,$220.00,"$1,000.00",2,1125,7,42.33379,-71.04728,Boston,02127,MA
2010,99%,,838.0,2,Entire home/apt,1.0,1.0,1.0,128.0,$98.00,$400.00,2,1125,11,42.33802,-71.06796,Boston,02118,MA
2011,99%,,838.0,4,Entire home/apt,2.0,2.0,2.0,184.0,$110.00,$400.00,2,1125,11,42.33688,-71.068,Boston,02118,MA
2012,99%,,838.0,4,Entire home/apt,2.0,2.0,2.0,185.0,$110.00,$400.00,2,1125,13,42.33664,-71.06782,Boston,02118,MA
2013,99%,,838.0,4,Entire home/apt,2.0,1.5,2.0,184.0,$110.00,$400.00,2,1125,12,42.33605,-71.069,Boston,02118,MA
2014,96%,,2.0,4,Entire home/apt,2.0,1.0,4.0,73.0,$20.00,$100.00,1,1125,177,42.311690000000006,-71.08825,Boston,02121,MA
2015,96%,,5.0,4,Entire home/apt,1.0,1.0,2.0,125.0,$100.00,$200.00,1,90,80,42.37508,-71.06278,Boston,02129,MA
2016,99%,,1062.0,3,Entire home/apt,1.0,1.0,1.0,199.0,$89.00,$500.00,91,1125,5,42.35233,-71.06468000000001,Boston,02116,MA
2017,100%,,9.0,5,Entire home/apt,1.0,1.0,3.0,125.0,$80.00,$400.00,31,1125,3,42.30617,-71.10549,Boston,02130,MA
2018,100%,,7.0,3,Entire home/apt,1.0,1.0,2.0,195.0,$125.00,$400.00,2,360,17,42.34361,-71.07353,Boston,02118,MA
2019,99%,,5.0,3,Private room,1.0,1.0,3.0,70.0,$0.00,$0.00,1,21,164,42.38241,-71.02251,Boston,02128,MA
2020,100%,,5.0,4,Entire home/apt,1.0,1.0,2.0,120.0,$60.00,$200.00,91,1125,36,42.250479999999996,-71.11604,Boston,,MA
2021,100%,,5.0,4,Entire home/apt,1.0,1.0,2.0,85.0,$60.00,$200.00,91,1125,42,42.24987,-71.11754,Boston,,MA
2022,60%,,3.0,1,Private room,1.0,1.0,1.0,30.0,$0.00,$0.00,91,100,18,42.34319,-71.08216999999999,Boston,02115,MA
2023,83%,,2.0,2,Private room,1.0,1.0,1.0,45.0,$50.00,$0.00,91,1125,77,42.33,-71.05863000000001,Boston,02127,MA
2024,83%,,2.0,2,Private room,1.0,1.0,1.0,74.0,$45.00,,91,1125,81,42.331379999999996,-71.05696,Boston,02127,MA
2025,60%,,30.0,3,Entire home/apt,0.0,1.0,1.0,200.0,,,91,1125,56,42.34407,-71.08115,Boston,02116,MA
2026,100%,,29.0,2,Private room,1.0,2.0,1.0,80.0,$39.00,$100.00,91,1125,48,42.33695,-71.0786,Boston,02118,MA
2027,100%,,8.0,1,Private room,1.0,1.5,1.0,45.0,$20.00,,91,1125,3,42.29107,-71.06636999999999,Boston,02124,MA
2028,100%,,7.0,6,Private room,1.0,1.0,3.0,239.0,$20.00,$0.00,1,1125,30,42.32608,-71.05827,Boston,02125,MA
2029,,,1.0,4,Entire home/apt,2.0,1.0,2.0,109.0,$100.00,$100.00,91,1125,14,42.335570000000004,-71.14956,Boston,02135,MA
2030,100%,,7.0,4,Private room,1.0,1.0,2.0,229.0,$20.00,$0.00,1,1125,9,42.32821,-71.05983,Boston,02125,MA
2031,,,,2,Private room,1.0,1.5,1.0,128.0,$36.00,$200.00,1,14,45,42.33212,-71.03885,Boston,02127,MA
2032,100%,,14.0,2,Entire home/apt,0.0,1.0,1.0,167.0,$35.00,$100.00,91,1125,89,42.33515,-71.04078,Boston,02127,MA
2033,100%,,4.0,2,Private room,1.0,2.5,1.0,111.0,,,1,1125,136,42.34653,-71.07302,Boston,02116,MA
2034,100%,,3.0,2,Private room,1.0,1.0,1.0,44.0,$45.00,$150.00,1,21,82,42.30892,-71.07935,Boston,02121,MA
2035,98%,,4.0,2,Private room,1.0,2.0,1.0,81.0,$25.00,$100.00,2,30,78,42.36849,-71.0401,Boston,02128,MA
2036,100%,,1.0,2,Private room,1.0,1.0,2.0,53.0,$0.00,$0.00,1,15,60,42.32158,-71.05569,Boston,02125,MA
2037,100%,,1.0,3,Entire home/apt,1.0,1.0,2.0,200.0,$0.00,$500.00,2,7,27,42.34426,-71.07342,Boston,02116,MA
2038,100%,,2.0,3,Entire home/apt,1.0,1.0,1.0,168.0,$55.00,$0.00,91,1125,61,42.36005,-71.06529,Boston,02114,MA
2039,100%,,1.0,4,Entire home/apt,2.0,1.0,2.0,150.0,$75.00,$0.00,2,7,96,42.32907,-71.09646,Boston,02119,MA
2040,100%,,3.0,2,Private room,1.0,1.0,1.0,44.0,$45.00,$150.00,1,45,86,42.30706,-71.08048000000001,Boston,02121,MA
2041,100%,,1.0,2,Entire home/apt,1.0,1.0,1.0,200.0,$75.00,$0.00,2,12,10,42.33875,-71.07533000000001,Boston,02118,MA
2042,,,1.0,2,Private room,1.0,1.0,1.0,45.0,$25.00,$0.00,91,1125,13,42.31943,-71.11288,Boston,02130,MA
2043,97%,,7.0,2,Private room,1.0,1.0,2.0,50.0,$10.00,$0.00,91,1125,9,42.31697,-71.05173,Boston,02125,MA
2044,100%,,19.0,4,Entire home/apt,2.0,1.0,2.0,295.0,,,30,1000,1,42.33405,-71.10218,Boston,02120,MA
2045,100%,,3.0,5,Private room,3.0,2.5,3.0,175.0,$100.00,$0.00,2,1125,3,42.2988,-71.11004,Boston,02130,MA
2046,100%,,1.0,5,Entire home/apt,2.0,2.0,3.0,175.0,$20.00,$0.00,1,30,190,42.352990000000005,-71.14075,Boston,02134,MA
2047,86%,,492.0,5,Entire home/apt,2.0,2.0,3.0,499.0,$100.00,,9,1125,0,42.33153,-71.11099,Boston,02115,MA
2048,100%,,440.0,5,Entire home/apt,2.0,1.0,3.0,199.0,$100.00,,29,1125,1,42.33099,-71.11121999999999,Boston,02115,MA
2049,100%,,440.0,5,Entire home/apt,2.0,1.0,3.0,199.0,$100.00,,29,1125,0,42.33088,-71.11242,Boston,02115,MA
2050,100%,,440.0,5,Entire home/apt,2.0,1.0,3.0,199.0,$100.00,,29,1125,1,42.33043,-71.11301,Boston,02115,MA
2051,100%,,440.0,5,Entire home/apt,2.0,1.0,3.0,199.0,$100.00,,29,1125,1,42.33108,-71.11148,Boston,02115,MA
2052,100%,,440.0,5,Entire home/apt,2.0,1.0,3.0,199.0,$100.00,,29,1125,1,42.33226,-71.11264,Boston,02115,MA
2053,100%,,440.0,5,Entire home/apt,2.0,2.0,3.0,199.0,$100.00,,29,1125,0,42.33034,-71.11114,Boston,02115,MA
2054,100%,,440.0,5,Entire home/apt,2.0,2.0,3.0,199.0,$100.00,,29,1125,0,42.33246,-71.11234,Boston,02115,MA
2055,100%,,440.0,5,Entire home/apt,2.0,2.0,3.0,199.0,$100.00,,29,1125,2,42.33202,-71.11231,Boston,02115,MA
2056,100%,,440.0,5,Entire home/apt,2.0,2.0,3.0,199.0,$100.00,,29,1125,1,42.330870000000004,-71.11147,Boston,02115,MA
2057,100%,,440.0,5,Entire home/apt,2.0,2.0,3.0,199.0,$100.00,,29,1125,2,42.330729999999996,-71.11237,Boston,02115,MA
2058,100%,,440.0,5,Entire home/apt,2.0,2.0,3.0,199.0,$100.00,,29,1125,0,42.33183,-71.11156,Boston,02115,MA
2059,100%,,2.0,3,Entire home/apt,1.0,1.0,2.0,85.0,$30.00,$0.00,31,180,72,42.372240000000005,-71.04042,Boston,02128,MA
2060,100%,,2.0,4,Entire home/apt,2.0,1.0,3.0,325.0,$75.00,$0.00,2,1125,45,42.32462,-71.09300999999999,Boston,02119,MA
2061,100%,,10.0,12,Entire home/apt,6.0,4.0,8.0,750.0,$300.00,$500.00,28,1125,7,42.35879,-71.13494,Boston,02134,MA
2062,,,1.0,4,Entire home/apt,2.0,1.5,2.0,160.0,,,91,1125,11,42.38872,-70.9978,Boston,02128,MA
2063,99%,,838.0,8,Entire home/apt,3.0,2.0,4.0,241.0,$130.00,$400.00,2,1125,55,42.34494,-71.06609,Boston,02118,MA
2064,99%,,838.0,4,Entire home/apt,2.0,1.0,2.0,164.0,$110.00,$400.00,2,1125,12,42.34341,-71.06435,Boston,02118,MA
2065,99%,,838.0,6,Entire home/apt,2.0,1.0,3.0,168.0,$110.00,$400.00,2,1125,20,42.34466,-71.06617,Boston,02118,MA
2066,100%,,2.0,4,Entire home/apt,1.0,1.0,2.0,249.0,$59.00,$250.00,2,1125,32,42.35147,-71.06085999999999,Boston,02111,MA
2067,100%,,2.0,4,Entire home/apt,1.0,1.0,3.0,249.0,$69.00,$249.00,2,1125,31,42.35181,-71.0612,Boston,02111,MA
2068,100%,,1.0,2,Entire home/apt,1.0,1.0,1.0,300.0,$30.00,,91,1125,11,42.33311,-71.0361,Boston,02127,MA
2069,,,1.0,2,Private room,2.0,1.0,2.0,160.0,,,30,30,0,42.281690000000005,-71.0717,Boston,02124,MA
2070,100%,,1.0,3,Entire home/apt,1.0,1.0,1.0,145.0,$85.00,$0.00,91,1125,10,42.374590000000005,-71.06312,Boston,02129,MA
2071,100%,,32.0,4,Entire home/apt,1.0,1.0,2.0,125.0,$150.00,$500.00,28,1125,12,42.33876,-71.15111999999999,Boston,02135,MA
2072,96%,,5.0,4,Entire home/apt,2.0,1.0,2.0,125.0,$120.00,$200.00,1,90,60,42.37427,-71.06268,Boston,02129,MA
2073,100%,,4.0,1,Private room,1.0,2.5,1.0,90.0,$0.00,$0.00,1,1125,136,42.34553,-71.07334,Boston,02116,MA
2074,100%,,29.0,3,Private room,1.0,1.0,2.0,49.0,$49.00,$100.00,1,1125,45,42.33701,-71.07805,Boston,02118,MA
2075,100%,,1.0,6,Entire home/apt,3.0,2.0,3.0,375.0,$135.00,$500.00,3,25,52,42.33423,-71.03889000000001,Boston,02127,MA
2076,100%,,1.0,6,Entire home/apt,2.0,1.0,2.0,205.0,$75.00,,91,1125,111,42.35094,-71.06075,Boston,02111,MA
2077,100%,,3.0,4,Entire home/apt,1.0,1.0,2.0,150.0,$100.00,$200.00,3,1125,64,42.36508,-71.05096,Boston,02109,MA
2078,100%,,7.0,1,Private room,1.0,1.0,1.0,69.0,$25.00,$100.00,29,1125,14,42.31432,-71.10133,Boston,02130,MA
